Position,Track Name,Artist,Streams,Week
76,YOSEMITE,Travis Scott,2539691,47
77,Lucky You (feat. Joyner Lucas),Eminem,2534571,47
78,ocean eyes,Billie Eilish,2526300,47
79,Look Alive (feat. Drake),BlocBoy JB,2524024,47
80,Uproar,Lil Wayne,2501615,47
81,Mona Lisa (feat. Kendrick Lamar),Lil Wayne,2488764,47
82,Rockin' Around The Christmas Tree - Single Version,Brenda Lee,2449810,47
83,Ric Flair Drip (& Metro Boomin),Offset,2435616,47
84,Trip,Ella Mai,2420795,47
85,XO Tour Llif3,Lil Uzi Vert,2405269,47
86,This Feeling (feat. Kelsea Ballerini),The Chainsmokers,2393895,47
87,Nice For What,Drake,2344841,47
88,I Found You (with Calvin Harris),benny blanco,2309228,47
89,Wasted (feat. Lil Uzi Vert),Juice WRLD,2263813,47
90,Suncity (feat. Empress Of),Khalid,2262996,47
91,Kamikaze,Lil Mosey,2242755,47
92,Jingle Bell Rock,Bobby Helms,2241167,47
93,Love Lies (with Normani),Khalid,2227916,47
94,Casper,Takeoff,2200527,47
95,Sweet but Psycho,Ava Max,2195638,47
96,SLOW DANCING IN THE DARK,Joji,2188348,47
97,Love Scars 3,Trippie Redd,2184924,47
98,Hope,XXXTENTACION,2170286,47
99,Plug Walk,Rich The Kid,2168344,47
100,Look At Me!,XXXTENTACION,2137470,47
101,bellyache,Billie Eilish,2132547,47
102,goosebumps,Travis Scott,2116885,47
103,Congratulations,Post Malone,2111868,47
104,STOOPID,6ix9ine,2111864,47
105,It's the Most Wonderful Time of the Year,Andy Williams,2109766,47
106,Santa Tell Me,Ariana Grande,2101961,47
107,Kiss and Make Up,Dua Lipa,2086670,47
108,Close Friends (Lil Baby & Gunna),Lil Baby,2062360,47
109,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,2061027,47
110,the remedy for a broken heart (why am I so in love),XXXTENTACION,2051219,47
111,Another One Bites The Dust - Remastered 2011,Queen,2047125,47
112,Don't Stop Me Now - Remastered 2011,Queen,2043761,47
113,Lust,Lil Skies,2026767,47
114,I'm Not Goin' (feat. Kevin Gates),Gucci Mane,1994453,47
115,Always Remember Us This Way,Lady Gaga,1991248,47
116,you should see me in a crown,Billie Eilish,1973666,47
117,I Like Me Better,Lauv,1969050,47
118,Hard Work Pays Off,Future,1967664,47
119,Speechless,Dan + Shay,1961896,47
120,Te Boté - Remix,Nio Garcia,1959699,47
121,Somebody To Love - Remastered 2011,Queen,1947481,47
122,Last Christmas,Wham!,1938138,47
123,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,1928462,47
124,Dip (feat. Nicki Minaj),Tyga,1926687,47
125,Taking A Walk,Trippie Redd,1914385,47
126,Hurts Like Hell (feat. Offset),Madison Beer,1882408,47
127,HUMBLE.,Kendrick Lamar,1865954,47
128,Young Dumb & Broke,Khalid,1863980,47
129,Be Alright,Dean Lewis,1863753,47
130,Waste It On Me (feat. BTS),Steve Aoki,1862992,47
131,Nowadays (feat. Landon Cube),Lil Skies,1853216,47
132,Roll In Peace (feat. XXXTENTACION),Kodak Black,1850488,47
133,Walk It Talk It,Migos,1843939,47
134,Mine,Bazzi,1836746,47
135,come out and play,Billie Eilish,1836621,47
136,Killshot,Eminem,1821499,47
137,Self Care,Mac Miller,1816718,47
138,Legends,Juice WRLD,1811638,47
139,Tequila,Dan + Shay,1811502,47
140,Candy Paint,Post Malone,1803041,47
141,The Middle,Zedd,1774981,47
142,Best Part (feat. Daniel Caesar),H.E.R.,1774512,47
143,Mistletoe,Justin Bieber,1757794,47
144,JAPAN,Famous Dex,1757687,47
145,Black & White,Juice WRLD,1756507,47
146,Walk,Comethazine,1750824,47
147,Drew Barrymore,Bryce Vine,1738670,47
148,Murder On My Mind,YNW Melly,1735212,47
149,Last Memory,Takeoff,1733037,47
150,FeRRis WhEEL (feat. Trippie Redd),Tory Lanez,1730629,47
151,Marry Me,Thomas Rhett,1730474,47
152,Location,Khalid,1723952,47
153,bitches broken hearts,Billie Eilish,1687825,47
154,It's Beginning to Look a Lot like Christmas,Michael Bublé,1686851,47
155,Let You Love Me,Rita Ora,1683184,47
156,Negative Energy,Trippie Redd,1683142,47
157,Under Pressure - Remastered 2011,Queen,1670926,47
158,Shake It Up,Trippie Redd,1668584,47
159,Beautiful Crazy,Luke Combs,1657160,47
160,Tints (feat. Kendrick Lamar),Anderson .Paak,1654381,47
161,BUTTERFLY EFFECT,Travis Scott,1654157,47
162,Believer,Imagine Dragons,1651203,47
163,Thunder,Imagine Dragons,1646374,47
164,Let You Down,NF,1630991,47
165,OTW,Khalid,1626672,47
166,Sin (feat. Jaden Smith),Young Thug,1599976,47
167,Red Roses (feat. Landon Cube),Lil Skies,1593916,47
168,Overdue (with Travis Scott),Metro Boomin,1592249,47
169,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,1592219,47
170,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,1584065,47
171,Twerk (feat. Cardi B),City Girls,1579286,47
172,The Mantra (with Pharrell & Kendrick Lamar),Mike WiLL Made-It,1569664,47
173,my boy,Billie Eilish,1551796,47
174,PICK IT UP (feat. A$AP Rocky),Famous Dex,1550725,47
175,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,1537581,47
176,Bank Account,21 Savage,1533910,47
177,Dreamcatcher (feat. Swae Lee & Travis Scott),Metro Boomin,1533500,47
178,Jackie Chan,Tiësto,1527806,47
179,Shoota (feat. Lil Uzi Vert),Playboi Carti,1527456,47
180,Bounce Out With That,YBN Nahmir,1526267,47
181,COPYCAT,Billie Eilish,1523810,47
182,6 Summers,Anderson .Paak,1522082,47
183,Call Out My Name,The Weeknd,1521379,47
184,Killer Queen - Remastered 2011,Queen,1519409,47
185,Toxic Waste,Trippie Redd,1510994,47
186,Backin' It Up (feat. Cardi B),Pardison Fontaine,1507840,47
187,Vaina Loca,Ozuna,1507743,47
188,I Love,Joyner Lucas,1504778,47
189,Venom - Music From The Motion Picture,Eminem,1501164,47
190,The Greatest Show,Panic! At The Disco,1501040,47
191,Closer,The Chainsmokers,1498250,47
192,Can't Love,Trippie Redd,1498226,47
193,Boo'd Up,Ella Mai,1496790,47
194,Stir Fry,Migos,1484284,47
195,Simple,Florida Georgia Line,1484196,47
196,Lose It,Kane Brown,1483565,47
197,DNA.,Kendrick Lamar,1482646,47
198,Say You Won't Let Go,James Arthur,1481539,47
199,I'm a Mess,Bebe Rexha,1479562,47
200,A Holly Jolly Christmas - Single Version,Burl Ives,1479358,47
1,"thank u, next",Ariana Grande,12871255,48
2,Mo Bamba,Sheck Wes,10101181,48
3,SICKO MODE,Travis Scott,9791023,48
4,ZEZE (feat. Travis Scott & Offset),Kodak Black,9054688,48
5,Drip Too Hard (Lil Baby & Gunna),Lil Baby,8965297,48
6,Without Me,Halsey,7448397,48
7,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,7046931,48
8,BAD!,XXXTENTACION,6702875,48
9,Lucid Dreams,Juice WRLD,6067883,48
10,Wake Up in the Sky,Gucci Mane,5734198,48
11,Armed And Dangerous,Juice WRLD,5713370,48
12,when the party's over,Billie Eilish,5508934,48
13,All I Want for Christmas Is You,Mariah Carey,5434887,48
14,come out and play,Billie Eilish,5233526,48
15,Happier,Marshmello,5204617,48
16,Leave Me Alone,Flipp Dinero,5166280,48
17,SAD!,XXXTENTACION,4955893,48
18,Better,Khalid,4944259,48
19,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,4773411,48
20,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,4718915,48
21,Topanga,Trippie Redd,4695192,48
22,MIA (feat. Drake),Bad Bunny,4666245,48
23,Moonlight,XXXTENTACION,4594926,48
24,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,4562028,48
25,10 Freaky Girls (with 21 Savage),Metro Boomin,4482642,48
26,Better Now,Post Malone,4391679,48
27,Rockin' Around The Christmas Tree - Single Version,Brenda Lee,4301078,48
28,Nonstop,Drake,4256664,48
29,Jingle Bell Rock,Bobby Helms,4218309,48
30,Money,Cardi B,4083127,48
31,Falling Down - Bonus Track,Lil Peep,3978398,48
32,lovely (with Khalid),Billie Eilish,3946671,48
33,Santa Tell Me,Ariana Grande,3918460,48
34,Fine China,Future,3909645,48
35,It's the Most Wonderful Time of the Year,Andy Williams,3832859,48
36,"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,3735708,48
37,Taste (feat. Offset),Tyga,3725803,48
38,TIC TOC,6ix9ine,3578216,48
39,KIKA,6ix9ine,3574377,48
40,Yes Indeed,Lil Baby,3573526,48
41,Jocelyn Flores,XXXTENTACION,3573518,48
42,Eastside (with Halsey & Khalid),benny blanco,3461848,48
43,Don't Come Out The House (with 21 Savage),Metro Boomin,3452559,48
44,MAMA,6ix9ine,3446791,48
45,WAKA,6ix9ine,3270802,48
46,1400 / 999 Freestyle,Trippie Redd,3266811,48
47,Fuck Love (feat. Trippie Redd),XXXTENTACION,3220758,48
48,Space Cadet (feat. Gunna),Metro Boomin,3204498,48
49,bellyache,Billie Eilish,3191302,48
50,All Girls Are The Same,Juice WRLD,3157282,48
51,idontwannabeyouanymore,Billie Eilish,3155068,48
52,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,3097051,48
53,Shallow,Lady Gaga,3091441,48
54,Bohemian Rhapsody - Remastered 2011,Queen,3091331,48
55,breathin,Ariana Grande,3044843,48
56,No Stylist (feat. Drake),French Montana,3010464,48
57,Lean Wit Me,Juice WRLD,2987358,48
58,STOOPID,6ix9ine,2981356,48
59,It's Beginning to Look a Lot like Christmas,Michael Bublé,2961238,48
60,A Holly Jolly Christmas - Single Version,Burl Ives,2896141,48
61,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,2888915,48
62,Last Christmas,Wham!,2885619,48
63,High Hopes,Panic! At The Disco,2874153,48
64,In My Feelings,Drake,2865343,48
65,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,2833811,48
66,I Fall Apart,Post Malone,2832120,48
67,Ruin My Life,Zara Larsson,2801083,48
68,Noticed,Lil Mosey,2788705,48
69,Do They Know It's Christmas? - 1984 Version,Band Aid,2771919,48
70,I Love It (& Lil Pump),Kanye West,2768231,48
71,rockstar (feat. 21 Savage),Post Malone,2758596,48
72,changes,XXXTENTACION,2745130,48
73,I Like It,Cardi B,2713999,48
74,Holly Jolly Christmas,Michael Bublé,2709987,48
75,The Christmas Song (Merry Christmas To You),Nat King Cole,2678780,48
76,White Christmas,Bing Crosby,2665641,48
77,Psycho (feat. Ty Dolla $ign),Post Malone,2662623,48
78,Youngblood,5 Seconds of Summer,2657163,48
79,Bad Liar,Imagine Dragons,2635750,48
80,ocean eyes,Billie Eilish,2613745,48
81,BEBE,6ix9ine,2594932,48
82,Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,Paul McCartney,2565699,48
83,God's Plan,Drake,2529242,48
84,Happy Now,Kygo,2526860,48
85,New Patek,Lil Uzi Vert,2524462,48
86,God is a woman,Ariana Grande,2495725,48
87,Mistletoe,Justin Bieber,2489842,48
88,Take One,Kodak Black,2453150,48
89,YOSEMITE,Travis Scott,2396599,48
90,STARGAZING,Travis Scott,2383086,48
91,REEL IT IN,Aminé,2378955,48
92,WORKIN ME,Quavo,2375946,48
93,Everybody Dies In Their Nightmares,XXXTENTACION,2338058,48
94,Beautiful (feat. Camila Cabello),Bazzi,2336104,48
95,Lucky You (feat. Joyner Lucas),Eminem,2334834,48
96,Ric Flair Drip (& Metro Boomin),Offset,2323347,48
97,Girls Like You (feat. Cardi B),Maroon 5,2303026,48
98,Natural,Imagine Dragons,2293783,48
99,Lonesome Train,Stan Kenton,2266008,48
100,Look Alive (feat. Drake),BlocBoy JB,2265629,48
101,no tears left to cry,Ariana Grande,2250247,48
102,XO Tour Llif3,Lil Uzi Vert,2225942,48
103,Uproar,Lil Wayne,2192717,48
104,Mona Lisa (feat. Kendrick Lamar),Lil Wayne,2180545,48
105,Trip,Ella Mai,2140934,48
106,TATI,6ix9ine,2140250,48
107,Blue Christmas,Elvis Presley,2139224,48
108,Woman Like Me (feat. Nicki Minaj),Little Mix,2138265,48
109,Saturday Nights,Khalid,2113672,48
110,Wasted (feat. Lil Uzi Vert),Juice WRLD,2109526,48
111,Underneath the Tree,Kelly Clarkson,2100571,48
112,Have Yourself A Merry Little Christmas,Sam Smith,2092887,48
113,Nice For What,Drake,2084777,48
114,KANGA,6ix9ine,2072695,48
115,Plug Walk,Rich The Kid,2030549,48
116,This Feeling (feat. Kelsea Ballerini),The Chainsmokers,2013464,48
117,SLOW DANCING IN THE DARK,Joji,1999786,48
118,you should see me in a crown,Billie Eilish,1991356,48
119,Love Lies (with Normani),Khalid,1990441,48
120,goosebumps,Travis Scott,1978310,48
121,Congratulations,Post Malone,1962943,48
122,Close Friends (Lil Baby & Gunna),Lil Baby,1932280,48
123,Kamikaze,Lil Mosey,1928987,48
124,Casper,Takeoff,1927781,48
125,Sundress,A$AP Rocky,1918806,48
126,FEEFA,6ix9ine,1904652,48
127,Feliz Navidad,José Feliciano,1900523,48
128,I Found You (with Calvin Harris),benny blanco,1899659,48
129,Hope,XXXTENTACION,1898337,48
130,Happy Xmas (War Is Over) - Remastered 2010,John Lennon,1887577,48
131,Look At Me!,XXXTENTACION,1878107,48
132,Taking A Walk,Trippie Redd,1877584,48
133,the remedy for a broken heart (why am I so in love),XXXTENTACION,1871941,48
134,Sweet but Psycho,Ava Max,1869409,48
135,Santa Baby,Ariana Grande,1855809,48
136,Lust,Lil Skies,1855363,48
137,"Baby, It's Cold Outside (feat. Meghan Trainor)",Brett Eldredge,1850224,48
138,Don't Stop Me Now - Remastered 2011,Queen,1847015,48
139,Walk,Comethazine,1835520,48
140,Another One Bites The Dust - Remastered 2011,Queen,1830417,48
141,Somebody To Love - Remastered 2011,Queen,1827648,48
142,Speechless,Dan + Shay,1808402,48
143,Santa Baby (with Henri René & His Orchestra),Eartha Kitt,1806136,48
144,Be Alright,Dean Lewis,1801131,48
145,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,1772661,48
146,I Like Me Better,Lauv,1768054,48
147,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,1764355,48
148,Kiss and Make Up,Dua Lipa,1756578,48
149,HUMBLE.,Kendrick Lamar,1748992,48
150,Love Scars 3,Trippie Redd,1748208,48
151,Self Care,Mac Miller,1747548,48
152,Te Boté - Remix,Nio Garcia,1743299,48
153,bitches broken hearts,Billie Eilish,1732911,48
154,Best Part (feat. Daniel Caesar),H.E.R.,1728822,48
155,Beach House,The Chainsmokers,1720835,48
156,Winter Wonderland,Bing Crosby,1711387,48
157,Young Dumb & Broke,Khalid,1705258,48
158,Run Rudolph Run - Single Version,Chuck Berry,1703985,48
159,FeRRis WhEEL (feat. Trippie Redd),Tory Lanez,1701015,48
160,Nowadays (feat. Landon Cube),Lil Skies,1700650,48
161,Mine,Bazzi,1700066,48
162,Hard Work Pays Off,Future,1692577,48
163,Dip (feat. Nicki Minaj),Tyga,1677992,48
164,Roll In Peace (feat. XXXTENTACION),Kodak Black,1665049,48
165,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1656488,48
166,Legends,Juice WRLD,1655029,48
167,Black & White,Juice WRLD,1648777,48
168,Murder On My Mind,YNW Melly,1644867,48
169,Hurts Like Hell (feat. Offset),Madison Beer,1641372,48
170,Candy Paint,Post Malone,1639826,48
171,Location,Khalid,1624695,48
172,Tequila,Dan + Shay,1611932,48
173,Uptown Vibes (feat. Fabolous & Anuel AA),Meek Mill,1610165,48
174,my boy,Billie Eilish,1609880,48
175,JAPAN,Famous Dex,1607969,48
176,Killshot,Eminem,1607410,48
177,Waste It On Me (feat. BTS),Steve Aoki,1604164,48
178,Off Deez (with J. Cole),JID,1598599,48
179,Walk It Talk It,Migos,1590116,48
180,Carol of the Bells,Mykola Dmytrovych Leontovych,1580131,48
181,Shake It Up,Trippie Redd,1578739,48
182,BUTTERFLY EFFECT,Travis Scott,1574810,48
183,COPYCAT,Billie Eilish,1569286,48
184,Drew Barrymore,Bryce Vine,1567498,48
185,Santa Claus Is Coming to Town,Michael Bublé,1564029,48
186,Let You Down,NF,1532672,48
187,The Middle,Zedd,1527472,48
188,Sleigh Ride,The Ronettes,1512693,48
189,Under Pressure - Remastered 2011,Queen,1510084,48
190,OTW,Khalid,1497694,48
191,Red Roses (feat. Landon Cube),Lil Skies,1492245,48
192,Suncity (feat. Empress Of),Khalid,1489425,48
193,Believer,Imagine Dragons,1483881,48
194,Last Memory,Takeoff,1466601,48
195,I Love,Joyner Lucas,1465921,48
196,Thunder,Imagine Dragons,1465785,48
197,I'm Not Goin' (feat. Kevin Gates),Gucci Mane,1464095,48
198,Hallelujah,Pentatonix,1454894,48
199,Sin (feat. Jaden Smith),Young Thug,1453187,48
200,Here Comes Santa Claus (Right Down Santa Claus Lane) - 1947 Version,Gene Autry,1450945,48
1,"thank u, next",Ariana Grande,17110866,49
2,Going Bad (feat. Drake),Meek Mill,11603462,49
3,SICKO MODE,Travis Scott,9811685,49
4,Mo Bamba,Sheck Wes,9581157,49
5,ZEZE (feat. Travis Scott & Offset),Kodak Black,9144706,49
6,Drip Too Hard (Lil Baby & Gunna),Lil Baby,9140654,49
7,Without Me,Halsey,8614543,49
8,TIC TOC,6ix9ine,7885590,49
9,KIKA,6ix9ine,7347783,49
10,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,7170999,49
11,All I Want for Christmas Is You,Mariah Carey,6890163,49
12,Lucid Dreams,Juice WRLD,6070061,49
13,Wake Up in the Sky,Gucci Mane,5841986,49
14,BAD!,XXXTENTACION,5574204,49
15,MAMA,6ix9ine,5562597,49
16,when the party's over,Billie Eilish,5426933,49
17,Armed And Dangerous,Juice WRLD,5402507,49
18,Nuketown (feat. Juice WRLD),Ski Mask The Slump God,5394759,49
19,WAKA,6ix9ine,5380340,49
20,Santa Tell Me,Ariana Grande,5369424,49
21,Jingle Bell Rock,Bobby Helms,5344165,49
22,Happier,Marshmello,5334848,49
23,Leave Me Alone,Flipp Dinero,5223586,49
24,SAD!,XXXTENTACION,5114912,49
25,Rockin' Around The Christmas Tree,Brenda Lee,5081640,49
26,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,4984462,49
27,Better,Khalid,4925793,49
28,On Me (feat. Cardi B),Meek Mill,4913758,49
29,Moonlight,XXXTENTACION,4668086,49
30,MIA (feat. Drake),Bad Bunny,4621957,49
31,It's the Most Wonderful Time of the Year,Andy Williams,4572463,49
32,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,4567241,49
33,Better Now,Post Malone,4522205,49
34,Foot Fungus,Ski Mask The Slump God,4434976,49
35,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,4404960,49
36,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,4352306,49
37,Uptown Vibes (feat. Fabolous & Anuel AA),Meek Mill,4326149,49
38,10 Freaky Girls (with 21 Savage),Metro Boomin,4242765,49
39,Nonstop,Drake,4225841,49
40,come out and play,Billie Eilish,4187087,49
41,What's Free (feat. Rick Ross & Jay Z),Meek Mill,4163905,49
42,Topanga,Trippie Redd,4095051,49
43,lovely (with Khalid),Billie Eilish,3963832,49
44,Money,Cardi B,3953951,49
45,It's Beginning to Look a Lot like Christmas,Michael Bublé,3863720,49
46,Falling Down - Bonus Track,Lil Peep,3730150,49
47,Fine China,Future,3724116,49
48,A Holly Jolly Christmas - Single Version,Burl Ives,3711407,49
49,Taste (feat. Offset),Tyga,3708694,49
50,Yes Indeed,Lil Baby,3698207,49
51,Jocelyn Flores,XXXTENTACION,3697720,49
52,Pure Cocaine,Lil Baby,3630682,49
53,Last Christmas,Wham!,3628548,49
54,Eastside (with Halsey & Khalid),benny blanco,3603278,49
55,Time (feat. Meek Mill),Lil Baby,3596886,49
56,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,3546746,49
57,Calling My Spirit,Kodak Black,3517280,49
58,Mistletoe,Justin Bieber,3476331,49
59,Do They Know It's Christmas? - 1984 Version,Band Aid,3447341,49
60,"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,3426072,49
61,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,3362556,49
62,Saturday Nights,Khalid,3311676,49
63,breathin,Ariana Grande,3277988,49
64,Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,Paul McCartney,3277912,49
65,The Christmas Song (Merry Christmas To You),Nat King Cole,3252572,49
66,Fuck Love (feat. Trippie Redd),XXXTENTACION,3226565,49
67,idontwannabeyouanymore,Billie Eilish,3164811,49
68,Faucet Failure,Ski Mask The Slump God,3143603,49
69,White Christmas,Bing Crosby,3122914,49
70,All Girls Are The Same,Juice WRLD,3065305,49
71,STOOPID,6ix9ine,3042511,49
72,bellyache,Billie Eilish,3036048,49
73,High Hopes,Panic! At The Disco,2965155,49
74,1400 / 999 Freestyle,Trippie Redd,2964412,49
75,Ready (feat. Gunna),Lil Baby,2956429,49
76,I Fall Apart,Post Malone,2948611,49
77,Intro,Meek Mill,2937129,49
78,Don't Come Out The House (with 21 Savage),Metro Boomin,2923446,49
79,KANGA,6ix9ine,2902636,49
80,God is a woman,Ariana Grande,2887897,49
81,rockstar (feat. 21 Savage),Post Malone,2879970,49
82,Shallow,Lady Gaga,2878655,49
83,I Like It,Cardi B,2874000,49
84,Underneath the Tree,Kelly Clarkson,2873869,49
85,changes,XXXTENTACION,2860731,49
86,BEBE,6ix9ine,2856092,49
87,Psycho (feat. Ty Dolla $ign),Post Malone,2822943,49
88,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,2817480,49
89,Holly Jolly Christmas,Michael Bublé,2808908,49
90,Bohemian Rhapsody - Remastered 2011,Queen,2800636,49
91,In My Feelings,Drake,2797721,49
92,Respect the Game,Meek Mill,2776325,49
93,Noticed,Lil Mosey,2760166,49
94,God's Plan,Drake,2741456,49
95,Tic Tac Toe (feat. Kodak Black),Meek Mill,2739891,49
96,No Stylist (feat. Drake),French Montana,2733031,49
97,Space Cadet (feat. Gunna),Metro Boomin,2700154,49
98,Lean Wit Me,Juice WRLD,2699834,49
99,Lonesome Train,Stan Kenton,2697396,49
100,Youngblood,5 Seconds of Summer,2645864,49
101,I Love It (& Lil Pump),Kanye West,2634298,49
102,"Baby, It's Cold Outside (feat. Meghan Trainor)",Brett Eldredge,2634244,49
103,Have Yourself A Merry Little Christmas,Sam Smith,2627645,49
104,YOSEMITE,Travis Scott,2603834,49
105,no tears left to cry,Ariana Grande,2599461,49
106,ocean eyes,Billie Eilish,2575923,49
107,Ruin My Life,Zara Larsson,2574962,49
108,Trauma,Meek Mill,2551199,49
109,Blue Christmas,Elvis Presley,2545252,49
110,Crush A Lot,Lil Baby,2542668,49
111,Santa Baby,Ariana Grande,2498038,49
112,Feliz Navidad,José Feliciano,2487692,49
113,Bad Liar,Imagine Dragons,2487435,49
114,24/7 (feat. Ella Mai),Meek Mill,2461741,49
115,Beautiful (feat. Camila Cabello),Bazzi,2456330,49
116,STARGAZING,Travis Scott,2452129,49
117,Championships,Meek Mill,2443209,49
118,Unbothered,Ski Mask The Slump God,2440539,49
119,Pay You Back (feat. 21 Savage),Meek Mill,2438190,49
120,Look Alive (feat. Drake),BlocBoy JB,2433714,49
121,New Patek,Lil Uzi Vert,2425776,49
122,Ric Flair Drip (& Metro Boomin),Offset,2424171,49
123,Everybody Dies In Their Nightmares,XXXTENTACION,2419788,49
124,SICKO MODE - Skrillex Remix,Travis Scott,2412882,49
125,"Splash Warning (feat. Future, Roddy Ricch and Young Thug)",Meek Mill,2386577,49
126,LA LA,Ski Mask The Slump God,2381204,49
127,Happy Xmas (War Is Over) - Remastered 2010,John Lennon,2370030,49
128,Almost Slipped,Meek Mill,2356483,49
129,XO Tour Llif3,Lil Uzi Vert,2334273,49
130,Lucky You (feat. Joyner Lucas),Eminem,2328636,49
131,Girls Like You (feat. Cardi B),Maroon 5,2312661,49
132,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,2308836,49
133,Dangerous (feat. Jeremih and PnB Rock),Meek Mill,2308536,49
134,Uproar,Lil Wayne,2300835,49
135,TATI,6ix9ine,2293521,49
136,Word On The Street,Lil Baby,2264036,49
137,Nice For What,Drake,2258974,49
138,Global,Lil Baby,2250304,49
139,FEEFA,6ix9ine,2223275,49
140,MALA,6ix9ine,2205229,49
141,Natural,Imagine Dragons,2183698,49
142,WORKIN ME,Quavo,2181242,49
143,Happy Now,Kygo,2175138,49
144,Trip,Ella Mai,2174993,49
145,Plug Walk,Rich The Kid,2143505,49
146,Run Rudolph Run - Single Version,Chuck Berry,2114757,49
147,Wasted (feat. Lil Uzi Vert),Juice WRLD,2110077,49
148,Cat Piss (feat. Lil Yachty),Ski Mask The Slump God,2105813,49
149,Far Gone (feat. Lil Baby),Ski Mask The Slump God,2099032,49
150,Realist In It (feat. Gucci Mane & Offset),Lil Baby,2098191,49
151,goosebumps,Travis Scott,2094541,49
152,Oodles O' Noodles Babies,Meek Mill,2092845,49
153,My Own Thing,Chance the Rapper,2082275,49
154,Love Lies (with Normani),Khalid,2076306,49
155,Santa Baby (with Henri René & His Orchestra),Eartha Kitt,2073424,49
156,Sleigh Ride,The Ronettes,2037879,49
157,Congratulations,Post Malone,2031944,49
158,REEL IT IN,Aminé,2025402,49
159,Winter Wonderland,Bing Crosby,2020742,49
160,Close Friends (Lil Baby & Gunna),Lil Baby,2006875,49
161,Speechless,Dan + Shay,1991165,49
162,Look At Me!,XXXTENTACION,1966710,49
163,So High,Ski Mask The Slump God,1957434,49
164,Be Alright,Dean Lewis,1951304,49
165,Lust,Lil Skies,1950738,49
166,This Week,Lil Baby,1944239,49
167,the remedy for a broken heart (why am I so in love),XXXTENTACION,1939838,49
168,Hope,XXXTENTACION,1936387,49
169,SLOW DANCING IN THE DARK,Joji,1930170,49
170,Kamikaze,Lil Mosey,1928503,49
171,Walk,Comethazine,1921815,49
172,you should see me in a crown,Billie Eilish,1915601,49
173,Taking A Walk,Trippie Redd,1908218,49
174,Hallelujah,Pentatonix,1896092,49
175,Woman Like Me (feat. Nicki Minaj),Little Mix,1885661,49
176,Carol of the Bells,Mykola Dmytrovych Leontovych,1877702,49
177,HUMBLE.,Kendrick Lamar,1871397,49
178,I Like Me Better,Lauv,1870465,49
179,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,1865187,49
180,Santa Claus Is Coming to Town,Michael Bublé,1863049,49
181,Mona Lisa (feat. Kendrick Lamar),Lil Wayne,1862275,49
182,Mine,Bazzi,1848629,49
183,Sweet but Psycho,Ava Max,1833568,49
184,Te Boté - Remix,Nio Garcia,1817795,49
185,Better To Lie (with Jesse & Swae Lee),benny blanco,1808602,49
186,This Feeling (feat. Kelsea Ballerini),The Chainsmokers,1808431,49
187,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,1806828,49
188,Christmas (Baby Please Come Home),Mariah Carey,1797104,49
189,Nowadays (feat. Landon Cube),Lil Skies,1796864,49
190,Adults Swim,Ski Mask The Slump God,1792606,49
191,Reborn To Rebel,Ski Mask The Slump God,1788100,49
192,Best Part (feat. Daniel Caesar),H.E.R.,1780278,49
193,Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,1773123,49
194,"Merry Christmas, Happy Holidays",*NSYNC,1770897,49
195,Anyway (feat. 2 Chainz & Gucci Mane),Lil Baby,1758830,49
196,Murder On My Mind,YNW Melly,1758718,49
197,Roll In Peace (feat. XXXTENTACION),Kodak Black,1757245,49
198,Hurts Like Hell (feat. Offset),Madison Beer,1755062,49
